25731D47DDF71062_F506EF2F86263A39_6036_DP,N2CCC1CC(CCC1C2)N3CCCCCCCNCC[S]3(=O)=O
26669A6F8ABF1553_18CA9A29136DE6BC_6039_UN,O(CC12CCCN(CCC1)C2)CCCC4=C3C=CC=CC3=CC=C4
2673C4E27FF3A5AC_6B21CC7706A3BC9C_7019_UN,C(C(=O)N(CC1=CC=CS1)C2CC2)=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
27AEB2E0AD1F8CB5_796801333304B127_6031_UN,COCCOCCOCCC(CCN)C(=O)OCCN
2892C8CF56A9F2C4_4CC34BD55B5D5C3D_6041_DP,OB(O)C1=CC=C(C=C1)OC2=CC=C(C=C2)NCC3C4CNCC34
2925BBE27232BF0A_A69231892F3A3B80_6041_UN,C1(=CC2=C(C=C1)OCCC2)NCCCN4CCC3=C(C=CC=C3)C4
29B3A7CBC0910053_D4BD62C0681F88E1_6041_DP,OB(O)C1=CC=C(C=C1)OC2=CC=C(C=C2)NCC3CNC4CC34
2C12888226840170_C06DB38BF1FCA38D_6041_UN,C1(=CC=C(C=C1)C2=CC=CC=C2)NCCCCCCC3=CC=CC=C3
2EFFDB7DA1E78EDF_37DE8D4513741D4C_6038_UN,CCOC(=O)C1=C(C=CC(=C1)F)NC(CCCCC(C)C(=O)C)=O
32546015BF15BF8E_D43C405D95652A06_6031_UN,CCN(CC)C(=O)CCC(=O)OCCCOCCOCCOCCOC
38EE5F65EB3AF0FE_A175B03EA7D7B621_6031_UN,COC1(CC(=O)OCCOCCNCCN(CC)CC)CCCC1
38FBD0CEE200DD56_4C79FDF19565B132_6035_UN,O(CCN1CCCC2=C1C=CC=C2)C3=CC=CC4=CC=CC(=C34)N
39C3F5D9C277C226_53998A8F65223A05_2201_UN,CCN2CCC1=C(C4=C(N=C1C3=C2C=CC=C3)C=CC=C4)C5=CC=CC=C5
3B75AFB9896D0BC1_545FE4D64AE65564_6039_UN,O(C(C1=CC=CC=C1)C2=NC=CC=C2)CC3=CC=C(B(O)O)C=C3
3E12B18048DE583A_196D6C53E21F9C33_6041_UN,C2(=CC=NC3=C1N=CC=CC1=CC=C23)NC4=C(C=CN=C4)B(O)O
3E4D6C715B8597EB_8B3749D7B8AF4960_6039_UN,O(C(C1=C[NH]N=C1)C2=CC=CC=C2)CC4CN3CC(CCC3=O)O4
3E688D2FAE9699A2_E1E6B6927123FB64_2201_DP,N1CC4(C1)C2=C6C5=C(N=C2C3=C(C=CC=C3)O4)N=CN=C5NC=C6
419308F2F1CE5C60_3EAB3AC5F4EB021B_6039_UN,O(C3CCC4C1CC(C2OC12)C34)CCC5=CC=C(C(F)(F)F)C=C5
482F52808082938F_119D09EBB3BCF5B8_6035_UN,O(CCCN1CCCC2=C1C=CC=C2)C3=CC4=C(C=C3)C=CN=C4
4E63A7111DC3BAA6_D73DDA22344AB0FC_6038_UN,N(CC1(CCCC1)C2=CC=CC=C2)C(=O)CC#CC3=CC=CC=C3
4F507850FC039475_B474BFF83AA63C9C_6034_UN,C1=CN(C=C1)CC2(CCCN2CC3=CC=CC=C3)C4=CC=CC=C4
55E7ADC074ADF013_BD4382270334365C_6038_UN,CC(OC(=O)[C@@H]1CC[C@@H](O1)C(=O)N2CCOCC2)C3CCOCC3
5605CF158D544E8D_CE9A1FEA0746C98C_6035_UN,NC(CCOC2=CC1=C(C=C(B(O)O)C=C1)C=C2)C3CCCCC3
5738DC35D2FAC416_D6035D817AE26896_6036_UN,C1(CC2(OCC1)CCNCC2)N3CCCCCCNCC[S]3(=O)=O
5B36BACD28D27042_DC6608338BB419E8_6039_UN,COCCOCCOCCOCCC[Si](OCC)(OCC)OCC
63B42B8917EEC7D6_7AC27A64CA4A8CAA_6041_UN,C2(=C1SC3=C(C1=NC=N2)SC=N3)NC5C4C6CC7C4CC8C5C6C78
64B8996CD300839F_C3A3FC64BDA8269E_6041_UN,C1(=CC(=CC=C1)C2=CC=CC=C2)NCCCCCC3=CC=CC=C3
65AE1C730275F50B_C17E44A944B68634_2201_UN,C12=NC5=C4C(=C1CCCC2C3CCCCO3)CCC4=CC6=C5CCC6
6603EC39201F6892_2F6D3B1388BC40BE_6041_UN,OB(O)C2=C1C=CC=CC1=C(C=C2)NC(C3CC3)C4CCCCO4
66E8F8D17CB31756_C4A1B823C3629752_6003_DP,N3CCC(OC1=CC=C(C2=C1C=CN=C2)C#N)C(C3)C4CCOC4
68D01CB0A13B408C_D834D4B6272F5AEE_6041_UN,C1(=CN=C(S1)C2CCCCC2)NCC3C4C5=C(CCC34)C=CC=C5
696B3D0B90B42DB7_D209B850A03FF8E8_6039_UN,COC(=O)CC(OCCN1CC(C)CC(C1)C)(CC(=O)OC)C(=O)OC
6A2D419A56F1843D_9B397A3A3A58B993_6041_UN,C1(=CC2=C(C=C1)C=NC=C2)NCCCCCCCC3=CC=CC=C3
6E9F57BB05A3A910_3263F5F98E43293E_6034_UN,NCCC2=C1C=CN(C1=CC=C2)CCN3CCCC4=C3C=CC=C4
718E3A8E6D9FDE9E_477B379CE4D377F3_6038_DP,CC(NC([C@@H]1[C@H](CNC1)C2CCOCC2)=O)C(C)C3CCCCC3
77E861630D70901D_657A89BD5743EF1B_6038_UN,CC(C)N(CCCNC(C1=C(NC(C)=O)SC(=C1C)C)=O)C(C)C
7A6FD66DA7195A69_C342E8E2AD478C5A_6035_UN,O(C(CC1=CC=CC=C1)C2CCCCC2)C3=C(B(O)O)C=CC=C3
7F19705CEA3A6E1A_D1AF22111B793867_6041_UN,CCCC1=CC(=CC=C1)NCCSCC3=C2C=CC=CC2=CC=C3
806CE66CEE85ED34_FB1D682C917B2996_6035_UN,O(C1CCOCC1C2CCCN2)C4=CC3=C(C=CC(=C3)B(O)O)C=C4
8C09ED8CBE47FF87_F6A39715AE236EB3_6003_UN,CCNC(=O)NC(=O)C(C)OC1=CC(=C(C=C1OC)C(=O)C)OC
8C857AC73B68C39E_E54A8EAB43718EC4_6031_UN,O(C(=O)C1CC2(CO1)CCOCC2)CC(CN)CC3CCOCC3
8D7AF3DC8A9FF49F_F634948134EBCA34_6039_UN,O(CC12CCN(CC1)C2)CC5=C3C=CC=CC3=C4C=CC=CC4=N5
8DE9E256C919B2F6_F680C3FB3FADCEA5_6041_DP,C1(=CC(=CC=C1)CC2=CC=CC=C2)NCC4C3CCCCC3NC4
8FAA75532F5C13A3_972F70F1D5ADB13B_6035_UN,O(C(CC1=CC=CC=C1)C2=CC=CC=C2)C3=CC=C(B(O)O)C=C3
8FE719B12CE4875D_0A4D726E07AE1D55_6038_UN,COCCCOC(CC(N(CCCCCC)CCCCCC)=O)=O
90647EAFA2E3181A_95130AF5F925B150_6031_UN,CC(=O)OC(C)(C)C(=O)OCCOCCOCCOCCN=[N]#N
94E586FE13A57AFE_C7C6A3D7613E0773_2201_UN,C13=NC5=C4C(=C1C2(CCOCC2)OC=C3)CCC4=CC6=C5CCC6
957E79968F4B25CF_5A8272ADE15430CD_6039_UN,CC(C)OC(=O)[C@@H](C)OCC3CCC1(CCC2(CC1)OCCO2)O3
959C76F73B879ABE_1D7EBCB0D88D2CFB_6034_UN,C1=CN(C(=C1)C2=CC=CC=C2)CCCCCCCC3=CC=CC=C3
9CE5B9D584B899D5_F4061E2E56A1D633_6031_UN,CCOC1(CC(C)(C1)C(=O)OCC2(OCC)CCOCC2)OCC
A2D2675BE7DF9FE6_7385F0D3DA2B70C1_6035_UN,O(C(CC1=CC=CC=C1)C2=CC=CC=C2)C3=C(B(O)O)C=CC=C3
A584C22D10045B6A_60C34654A102DC08_6038_UN,O([C@@H]1C[C@H]2C[C@@H]1CC23OCCO3)C(=O)[C@@H]4C[C@H]4C5=C(C=CC=C5)F
A76994573B6BF567_719EA697D1396D6B_6031_UN,CN(C)C(=O)CCC(=O)OCCOCCOCCO[Si](C(C)(C)C)(C)C
A90F1AE857F11088_B17841A12CBB92A2_7019_UN,C(C(=O)N1CCC2(CC1)OCCO2)=C[C@H](N)[C@@H](O)[C@@H](O)[C@H](O)CO
A923F5B939D250F0_882E4C8D7B6DF5F1_6039_UN,O(CCN2CCC1=C(C=CC=C1)C2)CC4=C3C=CC=CC3=CC=C4
AE01926D2050A62C_6A78672B38CCA386_2201_UN,C13=NC5=C4C(=C1C2(CCCCC2)OC=C3)CCC4=CC6=C5CCC6
AE5E6A4C1C61911D_CFCE9711E83C9780_6031_DP,N1C2CCC1C=C(C2)C(=O)OCC3(CN)COCC4COCCN34
B05CE7C1ECEE7C99_29091F3D8A40EF18_7022_DP,CC1=C(C=CC(=C1)O[C@H](C)CC(=O)O)F
B2A55045ADC30FD5_C5FBA7E6ED786233_6031_DP,NC2CCC1(CC1)CC2C(=O)OCC34CCC(C(OC)=O)(C3)CO4
B39DEF92DC16C690_26707B05D0484887_6038_UN,CC(C)CC(CNC(C1(CCOC1C)C)=O)CC(=O)OCCOC(C)C
B7E33353D9598906_83905DEB1CBC6666_6039_UN,O(CCN1CCCC2=C1C=CC=C2)CC3=CC4=C(C=C3)C=CC=C4
BC6B3C5304FF34CC_170B640F6430B51B_6031_UN,COC[C@@H]1CC[C@@H](N1)C(=O)OCC23CC(N)(C2)C4(O3)CCOCC4
BEA24FF5D1B4A1A3_089991D64894B9B7_6038_UN,CCOC(=O)[C@@H]3C[C@@H](OC(=O)C1COC2COCC12)[C@@H](C3)N=[N]#N
BFAD5F95486A2B51_AA7C68F7211611E6_6031_UN,CCOC(=O)C(C)(C)C(=O)OCCOCCOCCOCCCC
C31FBF1DAD114CB1_353D5B245727C373_6039_UN,O(C1CCCCC2=C1C=CC=C2)CCC3CCCC(C(F)(F)F)C3
CF312A632B0CDA09_28A836D31B63777F_6039_UN,O(CCC1=NN=C2COCC[N]12)CCCOCCC3=CC=CC=C3
CF909BA7107A3A67_6764B938D1F13C3D_6041_DP,C1(=CC=C(C=C1)C2CCCCC2)NCC4CC3CCNCC3CC4
CFC04BC722F81B09_3A0AD2744193E946_6034_UN,C(C1=CN(C=C1)CCN2CCCC3=C2C=CC=C3)C4=CC=CC=C4
D089726C61B3446A_318019985D836A8B_6031_DP,OC(=O)CCC(=O)OCCOC(=O)CCC(=O)OCCOC(N)=O
DA4CFF9B04F39E06_5549072A58ED287D_6041_UN,C1(=CC=CC=C1)NCC2=CC=C(C=C2)CN3CCC4=C3C=CC=C4
E057791AA7352EB1_AF6F06E0214D806A_6003_UN,O(C3CCC4C1CC(C2OC12)C34)C5=CC=C(C6=C5C=CN=C6)C#N
E07FD05276AD8822_D13966C739046C4B_6041_UN,CC1=C(C=CC=C1NCC2(CCCCC2)N3CCCCC3)B(O)O
E5EA04D97A2F9934_DC3E67B56EF0D1B9_6038_UN,COCCCOC(=O)C1=C(C=CC=C1)SCC2=CC=C(C=C2)C#N
E7316354D203CD45_E14522F7F8962838_6031_DP,N1CC2(CCC1CN2)C(=O)OCCNC4=NC3=C(N)[NH]C=NC3=N4
E9B99041991932AF_DE2761DF9352246B_6041_UN,C1(=NC=C(N=C1)C2=NC=CC=N2)NC4C3C5CC6C3CC7C4C5C67
EAF4415B49695023_D1FC76080830672D_6034_UN,NC1=NC=C(N1CC2=CN=C(S2)C3=CC=CC=C3)C4=CC=CC=C4
EB0A6FD172737415_A9C93028B9DBD470_6026_UN,CC1=C(C=C(C=C1)[S](=O)(=O)N2C[C@@H]3[C@H](C2)[C@@H]4CC[C@H]3C=C4)[N](=O)=O
ECE2F1F35528FE46_94E4F50734EC4574_6035_UN,O(CC12CCC(CC1)CN2)C3=CC5=C(C=C3)NC4=C(C=CC=C4)S5
EF457483FCB4A06E_33BCDF731FDD1FB6_6034_UN,C(N3CCC1=C(C=CN1CCC2=NC=CC=C2)C3)C4=CC=CC=C4
F3313C7C0AF95091_C7F2A59C50B857FE_6039_UN,O(C1CCC(CC1)C2CCCCC2)CC3CCCC(C(F)(F)F)O3
F37BF9AF561A34CC_31DB450E4CA27326_6034_UN,NCCC1=NN=C(N1CC2=CC=C(C=C2)B(O)O)C3CCOCC3
F47A676A12098F83_5762F8810257DF0A_7019_DP,C(C(=O)N(C1CCCCC1)C2CCCCC2)=CC3CC34CCNC4
F587FC0EAE9BF714_A75DEC0C8175393A_7019_UN,CCOC(=O)CC1=CSC(=N1)NC(=O)C=CC2CCCC(C(F)(F)F)C2
FC43692F86E1ECB3_70D11B0925207951_6038_UN,CCN(CC)CCC(C)NC(=O)CCC1CCC(O1)C2OCCO2
FFE8630AC11B473C_B57802203B8A2F61_6041_UN,C1(=NC2=C(C=N1)C=CC=N2)NC3=CC4=C(C=C3)C=CC(=C4)B(O)O
00BB5EBF1912B4E0_4D8C7C7B24A8D209_7019_UN,FC(F)(F)CCC=CC1CCCC=C1
16AE2A0F8BC95A6D_7EBCAAB6DC1D3879_6039_UN,O(CC(COCC1=CC=CC=C1)OCC2=CC=CC=C2)CC3COCO3
17847F83E7F79178_121357F9F3E31371_6039_UN,O(CC(F)(F)CCCC(=O)O)CC3CCC1(CCC2(CC1)OCCO2)O3
19813387759CFF02_D5A4898990319D81_6039_UN,COC1=CC=C(C=C1)C4C(COCC2OCC3CCOC23)CCCN4C
40FB44B77E320DFC_4CB055831D136711_6031_UN,O(C(=O)C1CCC(O1)C2CCCO2)CCOCCOCC3=CC=CC=C3
4FAC504CCD5C6297_9472AD3C4A1E03EB_2201_UN,C13=NC6=C5C(=C1C2(CCCCC2)OC4=C3C=CC=C4)C=CNC5=NC=N6
4FCF76B9A3E49F6B_5363684F1DE8AE87_6039_UN,O(C1CCCCCCCCCCC1)CC2=NN=N[N]2CC3=CC=CC=C3
792DEF361D03FFBD_1C64E3AFCA9D367D_6039_UN,O(C1CCC(C1)OCC2=CC=CC=C2)CCOC(CC)C3=CC=CC=C3
85787CF332B8AAFB_6E6036122FD6274E_6038_UN,O([C@@H]1COC[C@H]1F)C(=O)C(CC2=CC=CC=C2)C3=CC=C(C=C3)F
96F8F30014022CA1_51F2A5A20C37036E_6038_UN,O(CCOCC1=CC(=CC=C1)F)C(=O)C2CCOC(O2)C3=CC=CC=C3
9929118B81E2D911_A1AB085DF6BF3827_6039_UN,O([C@@H]2CC[C@@H]3CN(CC1=CC=CC=C1)C[C@H]23)CCOCC4=CC=CC=C4
9B73F2DD98FFFD69_7051B19324BD9A5E_6039_DP,N2CC1(CCSCC1)CCC2COCCOC3=CC=C(OCCC)C=C3
A485C250A804C587_1F74F680FFE559A4_6039_UN,O(CCCCN1CCOCC1)CC3CN(CC2=CC=CC=C2)CCCO3
AEB2C8753C885946_237D639CE2BB77C8_6038_UN,CC(OC(=O)CCCC1=CC=CC=C1)C3CCN(CC2=CC=CC=C2)C3
B4288A98073E40B4_5AF9DA2E9C9F283D_6039_UN,O([C@@H]2CC[C@@H]3CN(CC1=CC=CC=C1)C[C@H]23)CC(=O)CC4=CC=CC=C4
B494A97A17269DD1_95EB01601CDE8F1B_6039_UN,COC(=O)C3CCN(CCOCC1CCCC(O1)C2=CC=CC=C2)CC3
BB19104C2DCF5EA9_160283453B9DA74F_6039_UN,O([C@@H]2CC[C@@H]3CN(CC1=CC=CC=C1)C[C@H]23)CC4=C(OCC)C=CC=C4
BB36A251BCD88D7D_1197C8A19D079B6F_6039_UN,CCOC(CN3CCC(OCC2=C1OCCOC1=CC=C2)CC3)OCC
BB78E17FAD64D30D_B1B7A3C389E3F944_6038_UN,COC(=O)C1=C(OC(C(C)(Br)CBr)=O)C=C[N]1CC2=CC=CC=C2
CC75FFE77FB6968D_C561A6EFE3A10A42_6038_UN,O(CC1CCC(CC1)C2OCCO2)C(=O)C45CC3CC(CC(F)(C3)C4)C5
D40EDF9705B7F25F_209D90CF3DD25F88_6039_UN,O(CC1=CC=C(C=C1)OCCC(F)(F)F)CC3COC2(CCOCC2)O3
EDABE385E65E4BE3_564B298E1FE8E3E7_6039_UN,O([C@H]1CCOC2=C1C=CC(=C2)F)CC3=NN=N[N]3CCOCC(F)(F)F
F9D89573106EB47C_773887A07E9C83B1_6038_DP,N3CCC2(CCC(NC(=O)CCNCC1=NC=CC=C1)CC2)CC3
011EA31BD88D51A5_B8F521DA87548191_6031_UN,O(C(=O)CCC1CCC(O1)C2OCCO2)CC34CC(N)(C3)C5(O4)CCC5
0316A0AE763B7847_C36C63A1480295AC_6031_DP,N5CC(CC(=O)OCC12CC(N)(C1)C3(O2)CCOCC3)OC4(CCC4)C5
0C9CAF9D0D32DE86_5ADE9BCB305F408E_6031_UN,O(C(=O)C1CCC(O1)C2CCCO2)CC34CC(N)(C3)C5(O4)CCOCC5
0FB2EE80B0206AE4_BA22581363C2D813_2875_UN,CCO[Si](CCC[N]1N=NC(=C1)C(N)C2CCOCC2)(OCC)OCC
14EFB3152189CCA9_4A0E3460F7BBAF16_6039_UN,O(CC2COC1(CCCCC1)O2)CC(NC3=NN=C(CCCCC)S3)=O
3C6A71763AEF8375_1C4269443D441825_6039_UN,CCCC(CCCOCC3CCC1(CCC2(CC1)OCCO2)O3)C(=O)O
4D31EBD9CE3BA9D8_70171B51134B9C10_6038_UN,COC1=N[N](C)C=C1COC(=O)CCC2CCC(O2)C3OCCO3
70FC303FF11DC45D_28DFBF8A1346065D_6038_UN,CCOC3CC(NC(=O)[C@H]1O[C@H](CC1)CN2CCOCC2)C3(CC)CC
7828CC9E581353DB_42DBE1860DE5FA8E_6003_UN,CCOC(=O)CC(OC1=CC=C2C(=C1)OCCNC2=O)CC(=O)OCC
7F3D1D65E6B29D9C_D53B8B357C76EDFF_6038_UN,CC1(C)CCOC(=O)C1NC(=O)CCC2CCC(O2)C3OCCO3
802EF1DD6E528AF2_56EA8DFCC4E7F15C_1031_UN,COCCOC3(C[N]1C2=C(C(=C1C)C(OCC)=O)CCC2)CCOCC3
91573899E9247407_0C690A60EADAC4FF_6031_UN,O(C(=O)C=CCOC1CCOCC1)CC2(CN)COCC3CCCCN23
96B834930E901F1B_57D8A15CEE9E37CB_6038_UN,CC3(CCCCCOC(=O)C1CCCN1C(=O)C2CCCC2)OCCO3
9B20EBF18F32E941_860531598C27E47D_6003_UN,CCOC(=O)CC(OC1=CC=C2C(=C1)CCC2=O)CC(=O)OCC
A28A015764CC70D3_035F5AAC6E81404D_6031_DP,N4C[C@@H](CC(=O)OCC12CC(N)(C1)C3(O2)CCOCC3)O[C@@H]5COC[C@@H]45
A7B5C9C7BBCE75BA_9083481FA35B9322_6041_UN,OB(O)C1=CC2=C(C=C1)C=C(C=C2)NC3=CN=C(N=C3)C4=NC=CC=N4
BF7D8E0A935B0CE8_1EF42738B2956279_6031_UN,O(C(=O)C1CCC(O1)C2CCCO2)CC3(CN)COCC4COCCN34
DD522713B6EE23AC_4C2C35BFE2245520_6038_UN,COC(=O)C2=C1[N](CCCC1)N=C2CNC(=O)[C@@H]3C[C@H]3C=C
DEB4E165E97A8622_54407095C9DD4F34_6038_UN,CCCCOCCOCCOCCOC(=O)C2CCC1(CCOCC1)O2
E90377928EBA1D62_4D3BCD601EEB3574_6038_UN,COC(=O)[C@@H]1CCC[C@@H]1NC(=O)CCC2CCC(O2)C3OCCO3
EA19FDB9E62FA7F5_3CA87C6715154791_6038_DP,N2CCC1(CCC(NC(CC(C(OCC)=O)C(=O)C)=O)CC1)CC2
F0AA3345813677D7_44EA7EA03B38B4BC_6038_UN,N(C[C@H]1OC(OC1)=O)C(C2(CCOC2C)C)=O
FD718FC588F5F06D_22710DD79AF39E7B_6043_UN,OC(=O)C1=C(N=C2COCC[N]12)N([S](CCCC)(=O)=O)C(C)C(=O)O
FD88490D5F1BBB46_8AA41EDB3B4C62B5_6003_UN,CC3(CCCCCOC2=CC1=C(OCCCO1)C=C2C(C)=O)OCCO3
FDDF1F9712320597_943741F14979FC5A_6038_UN,CCOC(COCCNC(=O)C1(CCOCC1)C2CCOCC2)OCC
FEB3228FDCC27CEA_C67367F4A83A4CC9_6031_DP,N1CCCC(C1)C2(CCC2)C(=O)OCCOCCOCCOCCCC
015C535B0DA842F1_9721AE3BDD8D10D9_6038_UN,CC(NC(C1=C([N](C(C)C)N=C1)F)=O)C2=CSC(=N2)NC(=O)C(C)(C)C
0568C8A9CEEE46EC_158C73E87DD9D141_6038_DP,N4CCC3(CCC(NC(=O)C1=C(C2=C(C=C1)[NH]C=N2)F)CC3)CC4
083FD5B278AEEF7F_D013A2F870CB8E56_6041_DP,N5CCCC1=C(C=C(S1)NC2CCN(CC2)C3=C4C(=NC=N3)CCC4)C5
16190534267EA652_A7454827ECEDFEFC_2875_DP,N2CCC(C1CC1)C2C[N]3N=NC(=C3)C4(CCN(C(C)C(=O)O)CC4)O
1C71E832579258FC_E230C05B51CAF19B_6038_UN,CC(C)[N]4C=C3CCCC(NC(=O)C1=C[N](N=N1)C2CCOCC2)C3=N4
1FFE0A6AEE645973_B1FA0D6EE6FF4652_2201_UN,C34=NC1=C(C2=C(S1)CCC2)C(=C3CCCC4C5NCCCCC5)C6CC6
24B16E488D45CEB1_7A8C005838448CE1_2201_UN,C12=NC5=C4C(=C1CCCC2C3NCCCCC3)CCC4=CC6=C5CCC6
2922E15E9444B7E6_29D70FD45F35902A_6038_UN,CC(C)C(NC(=O)C2CCC1=NN=N[N]1C2)C3=NC(=NO3)C4=NN=C[NH]4
36D36118F7D70D45_4D295F7C86E6BAE9_6026_UN,COC(=O)C1=C(C=CC=C1F)[S](=O)(=O)N(C2CCCC(C(F)(F)F)C2)C3CCCC(C3)C(F)(F)F
4391D26B27F34D2F_D086900D92786F37_6038_UN,CC(C)C(NC(=O)C1CN(C1)C2CCOC2)C3=NC(=NO3)C4=NN=C[NH]4
58E03F7BCDAF8713_C9366CB767BEEB3F_6038_UN,N(C1CC(N(C1)C2CC2)=O)C(C3=C[N](C(C)C)N=C3C4CCOCC4)=O
5A781DD5B594D994_989FE7494CCF8314_6039_UN,CC(OCC(NC1=CC(=N[N]1C2=NC(=CC(=N2)C)C)C)=O)C(C)C(=O)O
61A395632078FBA7_21A0729D60030881_6031_UN,O(C(=O)CCC1NC(=O)NC1=O)CC(C(C(C)C)N)C(C)C
6B08594365BAC48F_F75DC4E98A9593D8_6031_UN,CC(C)CC(CC(C)C)C(=O)OCCNC1=NC(=NC(=N1)NC(C)C)Cl
79766DB6813FA1A8_12B0853782DE6A64_6038_DP,CC(OC(C2=C[N](C1CCNCC1)N=N2)=O)C3=CN=C(S3)C4OCCO4
906BD3730D5AB9B2_FB31D96048D996C4_6038_UN,CC(NC(=O)C1=C(SC2=C1CCC2)[N]3C=NN=N3)C(C)N4CCOCC4
9379DD38750E31BD_8713C7F99C2644EB_6031_UN,CC(C)N(C(C)C)C1=NC(=C(C(=N1)Cl)C(=O)OCCSSCC(OC)=O)Cl
9ADE6EF779A53495_63351FBB55D8EBA2_6041_UN,CC1CCC2=C(C1)SC3=C2C(=NC=N3)NC5C4C6CC7C4CC8C5C6C78
9BBB2A433551827F_1383EA31C0FD8A88_6038_DP,CC(NC(C2=C[N](C1CCNCC1)N=N2)=O)C3CCCN(C3)C4CCC4
A11C4DF043244A4F_E2DEE61CBF0D6F09_6038_UN,CC(C)[N]4C=C3CCCC(NC(=O)C1=C[N](C=N1)C2CCOCC2)C3=N4
A38D02B080753F22_E2C2DBF1C4CF0B4C_6038_UN,CC(OC(C=CC1=C(C)[N](C(=C1)C)C2CCCCC2)=O)C3CCC(C)C3
A4CCF21ADE72FA5E_14238CD33E691F52_6038_DP,CC(OC(C2=C(C1CCNCC1)[NH]N=C2)=O)C3=C[N](N=C3)C4CCCC4
B04CF3EF94B13A3E_CE38AF1FE6808FB7_6038_UN,CC(C)C2CC(NC(C1=C(SC(=C1C)C)NC(=O)C(C)(C)C)=O)CCO2
B05718778BEC8D68_99F81265A4F9F061_6038_UN,CC(C)C(NC(=O)[C@@H]1CC[C@H](CC1)C2=NC=N[NH]2)C3=NN=C4CCC[N]34
B9C1D070276FC15E_B92D2E663FD9875F_6038_UN,CC(C)[N]4C=C3CCC(NC(=O)[C@@H]1CC[C@H](CC1)C2=NC=N[NH]2)CC3=N4
BA2286706E26F1C9_A3F059EC6B2053AF_6038_DP,N1CC[C@@H]([C@@H](F)C1)[N]4C=C(NC(=O)C2CC3=C2C=C(C=C3)F)C=N4
C0EC4FD658D86E94_F299FB77D753FDEE_6038_UN,CC1SCCC1OC(C2=CC(=NC3=C2C=N[N]3C(C)C4CC4)C5CC5)=O
C152D2720889DD25_7F5D3E6180C99E74_6003_UN,CC(OC1=CC=C(C(=C1)Cl)C(=O)C2CC2)C(NC(=O)C3CC3C)C(=O)O
C437BC837018E28D_80650994419B784E_6003_UN,O(C3CCC4C1CC(C2OC12)C34)C5=CC=C(F)C6=C5C(NC=N6)=O
CC314471A4761E0D_9FB13BD6F6932B06_6038_UN,CC(C)[N]4C=C3CCCC(NC(=O)[C@@H]1CC[C@H](CC1)C2=NC=N[NH]2)C3=N4
E3081F3D5C2984A9_10A083A51893F00B_6031_UN,NC(=N)NC(=N)NCCC(=O)OCCNC1=NC(=NC(=N1)NC(C)C)Cl
E5AACD9D3F65152B_340E7D723DFEDDD9_6038_UN,CC(C)CC(NC(C1=C(NC(C(C)C)=O)SC(=C1C)C)=O)C2=NN=N[NH]2
E726C58BBCF4CD72_CB811F3AEB6C808E_6038_UN,N(C1CCCC(C1)N2CCCC2=O)C(C3=C([N](C(C(C)C)C)N=C3)C)=O
E9A60F7D467F87A7_078FB58C5A98361A_6038_UN,CCN1C(C(CO1)NC(C2=C(NC(C(C)C)=O)SC(=C2C)C)=O)=O
EB523CC0C2256893_7C873625C3695EC4_6038_UN,CC(C)C(NC(C1=C([N](C(C(C)C)C)N=C1)C)=O)C(=O)N2CCCCC2
03715749180134A9_4DB1A2A391703F32_6003_UN,OB(O)C1=C(C(=CC=C1OC2=CC=C([S](N)(=O)=O)C=C2C#N)F)F
0945E1F9B2DEBC8A_58FF9F022BE9AAE0_6031_UN,OB(O)CCCCCC(=O)OCCOCCCCOCC1=CC=CC=C1
0B1366E4CBD4276B_EC067357A498720A_6003_UN,C[Si](C)(C)C#CC1=C(C=CC=C1)OC2=CC=C([S](N)(=O)=O)C=C2[N](=O)=O
0FFAFA92E21CA8B0_5691A85514E1F39E_6038_UN,OB(O)C1=CC2=C(C=C1)C=CC(=C2)OC(=O)C3=C[S](=O)(=O)CCC3
12691326077FA675_BF0046271CACD60D_6038_UN,CC1=CC2=C(C=C1)N=CC(=C2OC(C3=CSC(=C3)[S](N)(=O)=O)=O)C
1D55BFAB6D362D28_03CFD4090F52CDA0_6038_UN,O(C1C[S](=O)(=O)C1)C(C2=CC(=C(OC)C=C2)[S](=O)(=O)NC3=CC=C(C=C3)OC4=CC=CC=C4)=O
20DDDF689E291A83_AE23DE1FAB2F0B80_6003_UN,CC2(C)CCC(OC1=CC=C(C(OC)=O)C(=C1F)OC)(CC2)C(F)(F)F
313616A881148220_347ABA752ADBF9B6_6038_UN,CCCCOCCOCCOCCOC(C1=CC(=C(B(O)O)C=C1)F)=O
32BE429144E9F92D_EAA91E65BA975D73_6031_UN,OB(O)CCC(=O)OCC1=NC=C(OCCOCCOCCOC)C=C1
44126C0F9533F3AD_A28E73C0B2A6F31F_6029_UN,CCN(C1=C(C=CC=C1)F)[S](=O)(=O)N[S](C2=CC=C(B(O)O)C=C2)(=O)=O
6AC855B527DEE67D_A908C125CD449448_6041_UN,OB(O)C1=CC(=CC=C1)NCCCCCCCCCCCC(OCC)=O
7063970797888370_19D0D50E1AA308F1_6031_UN,O(C(=O)C1=C(C=CC(=C1)C(F)(F)F)OCC=C)CCSSCC(OC)=O
7115209D6343A91F_7C5F59272A5352B2_2201_UN,C12=NC6=C5C(=C1CC4=C2C=C3OCCOC3=C4)CCC5=CC7=C6CCC7
